CustomerID,gender,age,job,marital,province,city,size,exchange,orderID,Item,period,item_group
3,FEMALE,40대,전문직,MARRIED,대구시,수성구,66,3.8,12,S,34.0,GD
3,FEMALE,40대,전문직,MARRIED,대구시,수성구,66,3.8,13,M,53.0,GD
3,FEMALE,40대,전문직,MARRIED,대구시,수성구,66,3.8,14,S,27.0,GD
3,FEMALE,40대,전문직,MARRIED,대구시,수성구,66,3.8,15,S,36.0,GD
3,FEMALE,40대,전문직,MARRIED,대구시,수성구,66,3.8,16,S,31.0,GD
4,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),66,5.3,17,T,42.0,GD
4,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),66,5.3,18,C,68.0,GA
4,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),66,5.3,20,M,66.0,GD
4,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),66,5.3,21,T,38.0,GD
6,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,2.8,27,T,37.0,GD
6,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,2.8,28,U,38.0,GE
6,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,2.8,29,S,25.0,GD
6,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,2.8,30,S,31.0,GD
6,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,2.8,31,A,95.0,GA
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,45,M,52.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,46,T,42.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,47,T,37.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,48,M,57.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,49,B,100.0,GB
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,64,M,62.0,GD
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,65,C,69.0,GA
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,69,S,41.0,GD
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,70,S,24.0,GD
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,71,K,72.0,GA
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,88,T,33.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,89,T,36.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,90,S,31.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,91,S,35.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,92,H,80.0,GC
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,94,M,61.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,95,R,30.0,GB
17,FEMALE,50대,직장인,SINGLE,경기도,가평군,44,4.4,108,T,34.0,GD
17,FEMALE,50대,직장인,SINGLE,경기도,가평군,44,4.4,109,F,38.0,GB
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,117,M,69.0,GD
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,118,N,105.0,GE
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,120,M,62.0,GD
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,121,S,32.0,GD
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,141,M,62.0,GD
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,142,M,59.0,GD
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,143,T,46.0,GD
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,144,S,28.0,GD
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,150,T,27.0,GD
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,151,T,35.0,GD
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,152,M,61.0,GD
