CustomerID,gender,age,job,marital,province,city,size,exchange,orderID,Item,period,item_group
3,FEMALE,40대,전문직,MARRIED,대구시,수성구,66,3.8,12,S,34.0,GD
3,FEMALE,40대,전문직,MARRIED,대구시,수성구,66,3.8,13,M,53.0,GD
3,FEMALE,40대,전문직,MARRIED,대구시,수성구,66,3.8,14,S,27.0,GD
3,FEMALE,40대,전문직,MARRIED,대구시,수성구,66,3.8,15,S,36.0,GD
3,FEMALE,40대,전문직,MARRIED,대구시,수성구,66,3.8,16,S,31.0,GD
4,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),66,5.3,17,T,42.0,GD
4,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),66,5.3,18,C,68.0,GA
4,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),66,5.3,20,M,66.0,GD
4,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),66,5.3,21,T,38.0,GD
6,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,2.8,27,T,37.0,GD
6,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,2.8,28,U,38.0,GE
6,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,2.8,29,S,25.0,GD
6,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,2.8,30,S,31.0,GD
6,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,2.8,31,A,95.0,GA
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,88,T,33.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,89,T,36.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,90,S,31.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,91,S,35.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,92,H,80.0,GC
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,94,M,61.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,95,R,30.0,GB
17,FEMALE,50대,직장인,SINGLE,경기도,가평군,44,4.4,108,T,34.0,GD
17,FEMALE,50대,직장인,SINGLE,경기도,가평군,44,4.4,109,F,38.0,GB
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,150,T,27.0,GD
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,151,T,35.0,GD
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,152,M,61.0,GD
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,153,J,62.0,GF
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,155,M,56.0,GD
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,156,C,71.0,GA
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,161,T,37.0,GD
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,162,U,29.0,GE
28,FEMALE,50대,직장인,MARRIED,대구시,달성군,44,4.5,175,S,26.0,GD
28,FEMALE,50대,직장인,MARRIED,대구시,달성군,44,4.5,176,L,103.0,GC
33,FEMALE,50대,자영업,MARRIED,전라도,구례군,55,5.7,208,T,44.0,GD
33,FEMALE,50대,자영업,MARRIED,전라도,구례군,55,5.7,209,M,61.0,GD
33,FEMALE,50대,자영업,MARRIED,전라도,구례군,55,5.7,210,T,38.0,GD
33,FEMALE,50대,자영업,MARRIED,전라도,구례군,55,5.7,211,M,65.0,GD
36,FEMALE,60대 이상,자영업,SINGLE,서울시,양천구,44,5.7,228,S,42.0,GD
36,FEMALE,60대 이상,자영업,SINGLE,서울시,양천구,44,5.7,229,O,33.0,GE
36,FEMALE,60대 이상,자영업,SINGLE,서울시,양천구,44,5.7,232,S,33.0,GD
36,FEMALE,60대 이상,자영업,SINGLE,서울시,양천구,44,5.7,233,M,58.0,GD
40,FEMALE,30대,직장인,SINGLE,서울시,양천구,66,6.0,251,T,36.0,GD
40,FEMALE,30대,직장인,SINGLE,서울시,양천구,66,6.0,252,D,61.0,GC
