CustomerID,gender,age,job,marital,province,city,size,exchange,orderID,Item,period,item_group
5,FEMALE,50대,전문직,MARRIED,서울시,강북구,66,3.8,24,I,103.0,GF
5,FEMALE,50대,전문직,MARRIED,서울시,강북구,66,3.8,25,K,77.0,GA
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,50,I,103.0,GF
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,51,I,94.0,GF
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,52,I,107.0,GF
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,62,J,60.0,GF
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,63,L,98.0,GC
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,140,J,62.0,GF
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,141,M,62.0,GD
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,153,J,62.0,GF
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,154,K,72.0,GA
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,164,I,108.0,GF
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,165,F,40.0,GB
27,MALE,60대 이상,직장인,MARRIED,전라도,광양시,L,1.4,169,J,60.0,GF
27,MALE,60대 이상,직장인,MARRIED,전라도,광양시,L,1.4,170,J,59.0,GF
27,MALE,60대 이상,직장인,MARRIED,전라도,광양시,L,1.4,171,J,64.0,GF
27,MALE,60대 이상,직장인,MARRIED,전라도,광양시,L,1.4,172,G,70.0,GC
30,MALE,20대,자영업,MARRIED,광주시,서구(광주),L,0.9,186,J,52.0,GF
30,MALE,20대,자영업,MARRIED,광주시,서구(광주),L,0.9,187,J,67.0,GF
30,MALE,20대,자영업,MARRIED,광주시,서구(광주),L,0.9,188,T,37.0,GD
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,220,J,57.0,GF
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,221,J,63.0,GF
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,222,J,57.0,GF
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,223,S,30.0,GD
38,FEMALE,60대 이상,직장인,MARRIED,대구시,중구(대구),44,3.2,241,I,104.0,GF
