CustomerID,gender,age,job,marital,province,city,size,exchange,orderID,Item,period,item_group
1,FEMALE,30대,직장인,MARRIED,충청도,홍성군,55,5.0,1,P,35.0,GE
1,FEMALE,30대,직장인,MARRIED,충청도,홍성군,55,5.0,2,O,41.0,GE
1,FEMALE,30대,직장인,MARRIED,충청도,홍성군,55,5.0,3,O,34.0,GE
1,FEMALE,30대,직장인,MARRIED,충청도,홍성군,55,5.0,4,O,29.0,GE
1,FEMALE,30대,직장인,MARRIED,충청도,홍성군,55,5.0,5,L,98.0,GC
7,FEMALE,60대 이상,직장인,SINGLE,대구시,수성구,44,5.2,32,U,33.0,GE
7,FEMALE,60대 이상,직장인,SINGLE,대구시,수성구,44,5.2,33,E,60.0,GB
7,FEMALE,60대 이상,직장인,SINGLE,대구시,수성구,44,5.2,34,P,30.0,GE
7,FEMALE,60대 이상,직장인,SINGLE,대구시,수성구,44,5.2,35,O,22.0,GE
7,FEMALE,60대 이상,직장인,SINGLE,대구시,수성구,44,5.2,36,N,104.0,GE
7,FEMALE,60대 이상,직장인,SINGLE,대구시,수성구,44,5.2,37,H,71.0,GC
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,44,G,73.0,GC
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,45,M,52.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,46,T,42.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,47,T,37.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,48,M,57.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,49,B,100.0,GB
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,50,I,103.0,GF
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,51,I,94.0,GF
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,52,I,107.0,GF
10,MALE,60대 이상,전문직,SINGLE,광주시,북구(광주),L,5.5,53,K,79.0,GA
10,MALE,60대 이상,전문직,SINGLE,광주시,북구(광주),L,5.5,54,A,99.0,GA
10,MALE,60대 이상,전문직,SINGLE,광주시,북구(광주),L,5.5,55,U,28.0,GE
10,MALE,60대 이상,전문직,SINGLE,광주시,북구(광주),L,5.5,56,K,69.0,GA
10,MALE,60대 이상,전문직,SINGLE,광주시,북구(광주),L,5.5,57,C,75.0,GA
10,MALE,60대 이상,전문직,SINGLE,광주시,북구(광주),L,5.5,58,G,77.0,GC
10,MALE,60대 이상,전문직,SINGLE,광주시,북구(광주),L,5.5,59,L,98.0,GC
10,MALE,60대 이상,전문직,SINGLE,광주시,북구(광주),L,5.5,60,L,104.0,GC
10,MALE,60대 이상,전문직,SINGLE,광주시,북구(광주),L,5.5,61,L,94.0,GC
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,62,J,60.0,GF
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,63,L,98.0,GC
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,64,M,62.0,GD
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,65,C,69.0,GA
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,66,N,105.0,GE
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,67,A,99.0,GA
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,68,C,72.0,GA
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,69,S,41.0,GD
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,70,S,24.0,GD
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,71,K,72.0,GA
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,72,G,74.0,GC
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,73,L,109.0,GC
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,74,E,62.0,GB
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,75,F,31.0,GB
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,76,Q,28.0,GB
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,77,B,99.0,GB
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,78,E,52.0,GB
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,79,R,28.0,GB
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,80,F,37.0,GB
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,81,F,44.0,GB
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,82,E,53.0,GB
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,83,B,97.0,GB
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,84,C,80.0,GA
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,85,G,69.0,GC
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,86,B,109.0,GB
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,87,U,40.0,GE
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,88,T,33.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,89,T,36.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,90,S,31.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,91,S,35.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,92,H,80.0,GC
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,93,F,39.0,GB
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,94,M,61.0,GD
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,95,R,30.0,GB
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,114,G,76.0,GC
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,115,B,98.0,GB
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,116,Q,23.0,GB
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,117,M,69.0,GD
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,118,N,105.0,GE
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,119,O,29.0,GE
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,120,M,62.0,GD
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,121,S,32.0,GD
20,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),66,4.5,127,R,33.0,GB
20,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),66,4.5,128,E,60.0,GB
20,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),66,4.5,129,Q,26.0,GB
20,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),66,4.5,130,P,21.0,GE
20,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),66,4.5,131,L,101.0,GC
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,132,N,91.0,GE
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,133,N,104.0,GE
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,134,L,97.0,GC
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,135,A,100.0,GA
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,136,E,61.0,GB
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,137,B,100.0,GB
23,FEMALE,30대,직장인,MARRIED,충청도,홍성군,66,2.5,145,Q,41.0,GB
23,FEMALE,30대,직장인,MARRIED,충청도,홍성군,66,2.5,146,H,75.0,GC
23,FEMALE,30대,직장인,MARRIED,충청도,홍성군,66,2.5,147,B,101.0,GB
23,FEMALE,30대,직장인,MARRIED,충청도,홍성군,66,2.5,148,B,100.0,GB
23,FEMALE,30대,직장인,MARRIED,충청도,홍성군,66,2.5,149,B,103.0,GB
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,155,M,56.0,GD
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,156,C,71.0,GA
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,157,D,49.0,GC
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,158,G,80.0,GC
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,159,D,63.0,GC
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,160,S,34.0,GD
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,161,T,37.0,GD
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,162,U,29.0,GE
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,163,O,31.0,GE
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,164,I,108.0,GF
