CustomerID,gender,age,job,marital,province,city,size,exchange,orderID,Item,period,item_group
5,FEMALE,50대,전문직,MARRIED,서울시,강북구,66,3.8,22,N,102.0,GE
5,FEMALE,50대,전문직,MARRIED,서울시,강북구,66,3.8,23,N,97.0,GE
5,FEMALE,50대,전문직,MARRIED,서울시,강북구,66,3.8,24,I,103.0,GF
5,FEMALE,50대,전문직,MARRIED,서울시,강북구,66,3.8,25,K,77.0,GA
5,FEMALE,50대,전문직,MARRIED,서울시,강북구,66,3.8,26,R,32.0,GB
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,44,G,73.0,GC
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,45,M,52.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,46,T,42.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,47,T,37.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,48,M,57.0,GD
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,49,B,100.0,GB
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,50,I,103.0,GF
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,51,I,94.0,GF
9,MALE,40대,자영업,SINGLE,서울시,양천구,L,6.7,52,I,107.0,GF
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,62,J,60.0,GF
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,63,L,98.0,GC
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,64,M,62.0,GD
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,65,C,69.0,GA
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,66,N,105.0,GE
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,67,A,99.0,GA
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,68,C,72.0,GA
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,69,S,41.0,GD
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,70,S,24.0,GD
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,71,K,72.0,GA
